,Gender,Tinggal_Dengan,Status_Kerja,Biaya,Tgl_Daftar_Kuliah,Alamat,UKM,Organisasi_Kampus,Lama_Kuliah,Fakultas
2843,0,1,1,0,1,2,0,1,1,4
2844,0,1,1,0,1,3,0,0,7,1
2845,1,1,0,2,0,5,1,1,4,0
2846,1,1,1,2,1,1,0,1,2,2
2847,1,0,0,1,1,2,4,1,6,2
2848,1,1,0,2,0,5,4,0,3,2
2849,0,1,0,1,0,2,4,1,2,0
2850,0,1,1,1,0,2,1,1,7,4
2851,0,1,0,1,1,0,1,0,5,4
2852,0,1,1,0,0,2,3,1,4,4
2853,1,1,1,1,0,4,1,1,4,3
2854,0,1,0,1,0,1,0,1,3,2
2855,0,0,0,2,0,2,0,1,3,0
2856,1,0,1,2,0,5,1,0,5,0
2857,0,1,0,0,0,0,3,0,6,0
2858,1,1,1,0,0,5,3,0,7,1
2859,1,1,1,2,0,0,0,1,1,1
2860,1,1,1,0,0,3,4,1,6,3
2861,0,1,1,2,0,0,2,1,4,2
2862,0,1,0,2,1,1,0,0,2,2
2863,1,1,1,1,0,0,0,1,0,0
2864,1,1,0,0,1,2,2,0,2,1
2865,1,0,0,0,0,0,3,0,3,0
2866,1,1,0,1,0,1,2,1,6,4
2867,1,0,0,0,1,2,0,1,4,3
2868,1,1,0,1,0,0,0,1,5,3
2869,1,1,0,2,0,2,2,0,2,3
2870,1,0,0,0,0,1,4,0,4,4
2871,1,1,1,0,0,1,3,1,1,3
2872,0,0,0,2,0,1,1,1,0,2
2873,1,1,0,0,0,2,3,0,4,1
2874,0,0,0,2,0,5,0,0,1,2
2875,1,1,1,0,0,2,0,0,6,0
2876,0,0,1,0,0,5,0,0,5,2
2877,1,1,1,1,0,2,3,1,1,4
2878,1,0,1,2,1,0,1,1,1,2
2879,0,0,0,0,1,0,1,0,1,1
2880,1,1,1,0,0,2,4,0,4,4
2881,0,1,0,1,0,1,1,0,1,4
2882,0,1,1,2,1,0,4,0,4,1
2883,0,1,1,2,0,4,3,1,7,0
2884,0,0,0,2,0,2,1,1,5,4
2885,0,1,0,0,1,4,1,1,0,1
2886,1,0,0,1,0,1,3,1,5,3
2887,1,1,0,1,0,1,3,0,4,0
2888,1,1,0,2,1,1,3,1,0,0
2889,0,1,0,1,1,5,1,1,1,0
2890,1,1,0,1,0,3,4,0,3,2
2891,0,0,1,2,1,3,1,0,0,0
2892,0,0,1,1,1,0,4,0,1,0
2893,0,0,0,2,1,4,2,0,5,0
2894,1,0,0,2,0,1,1,0,0,0
2895,0,0,1,0,0,2,1,0,6,3
2896,0,1,0,0,0,4,0,0,7,3
2897,0,1,0,0,0,3,4,1,3,1
2898,1,1,1,1,1,2,0,1,7,4
2899,1,0,1,1,0,2,1,0,7,2
2900,1,0,1,1,0,4,2,0,2,2
2901,0,1,1,0,1,4,3,0,5,2
2902,0,1,1,0,0,0,1,1,5,3
2903,1,0,1,1,0,5,1,1,0,0
2904,0,1,1,1,1,1,0,0,1,0
2905,0,1,0,1,0,0,4,1,0,3
2906,1,0,1,1,0,4,1,0,7,0
2907,0,0,0,2,0,5,1,1,4,0
2908,1,0,0,1,0,2,4,0,4,2
2909,0,1,1,1,0,5,0,0,3,2
2910,0,0,0,2,1,2,4,0,6,4
2911,0,1,0,1,0,5,2,1,7,2
2912,1,0,1,0,0,3,2,1,7,3
2913,1,0,0,1,0,4,4,0,4,0
2914,0,1,1,1,0,5,0,0,3,0
2915,1,1,0,0,0,1,1,1,1,1
2916,1,1,0,2,0,0,2,0,3,1
2917,1,1,1,1,0,4,4,0,0,0
2918,0,1,1,0,0,2,0,1,3,2
2919,1,1,1,1,0,5,1,1,7,1
2920,0,1,1,1,1,1,2,1,4,0
2921,1,1,1,2,0,2,3,0,3,4
2922,1,1,0,0,1,0,1,1,5,0
2923,1,1,0,0,0,3,2,1,4,3
2924,1,0,0,2,0,3,4,1,5,1
2925,1,0,0,2,0,5,2,1,4,0
2926,1,1,1,0,1,2,4,0,2,4
2927,1,1,1,0,0,2,3,0,5,1
2928,0,0,0,0,0,5,1,1,3,0
2929,1,1,1,1,0,0,4,1,0,3
2930,0,1,0,1,1,1,0,0,2,2
2931,0,1,1,2,0,5,1,0,7,2
2932,0,0,1,2,0,4,0,0,3,3
2933,1,1,0,0,0,4,4,1,1,4
2934,0,0,1,1,0,2,3,1,1,1
2935,1,1,1,1,0,5,4,1,5,1
2936,0,1,0,1,0,0,1,0,0,3
2937,1,0,0,0,0,5,0,0,3,1
2938,0,1,0,1,0,5,1,1,7,0
2939,0,1,1,0,1,1,0,1,6,2
2940,1,1,0,1,0,4,2,1,3,3
2941,0,0,0,1,1,5,0,1,0,1
2942,0,1,0,1,1,1,3,0,0,2
2943,1,0,1,1,0,5,4,0,0,4
2944,1,1,0,1,1,0,1,0,3,3
2945,1,1,0,1,0,2,2,0,1,2
2946,1,1,0,2,1,1,0,1,4,2
2947,0,1,0,1,1,2,3,1,4,1
2948,1,1,0,1,0,2,0,0,1,0
2949,1,0,1,0,1,2,0,0,3,3
2950,1,1,1,1,0,2,3,0,2,1
2951,1,0,1,2,0,4,1,0,6,0
2952,1,1,0,2,1,3,2,1,2,2
2953,1,1,0,2,0,2,3,0,3,1
2954,1,1,1,1,0,1,3,1,7,4
2955,1,1,0,1,0,3,0,1,7,3
2956,0,1,1,1,0,4,0,0,3,4
2957,0,1,0,1,1,2,1,1,0,4
2958,0,1,0,0,1,2,2,1,6,0
2959,0,1,1,2,1,4,0,0,3,4
2960,0,1,0,0,1,4,3,1,0,2
2961,1,1,1,0,0,5,2,1,2,3
2962,1,1,0,2,0,5,3,1,7,0
2963,1,1,1,2,1,0,1,0,7,0
2964,0,1,1,1,0,0,1,1,0,2
2965,1,1,1,1,0,1,2,0,7,1
2966,1,0,0,1,0,5,2,1,1,1
2967,1,1,1,2,1,5,0,0,3,2
2968,0,1,1,1,0,1,3,0,3,4
2969,1,1,0,2,0,5,1,1,1,1
2970,1,1,1,0,0,1,0,0,3,1
2971,1,1,1,1,0,1,2,1,5,2
2972,0,1,1,2,0,2,1,1,6,1
2973,1,0,1,0,0,1,1,1,3,4
2974,1,1,1,1,0,3,2,0,6,1
2975,1,0,1,2,0,5,4,1,7,2
2976,0,1,1,1,0,5,0,0,7,4
2977,1,0,1,2,0,3,3,0,5,4
2978,0,1,0,0,0,0,3,1,3,3
2979,1,1,0,0,0,4,4,1,1,1
2980,0,0,1,0,0,4,2,0,2,2
2981,0,1,1,2,0,2,1,0,2,4
2982,1,1,1,0,1,2,4,1,6,1
2983,1,1,0,0,0,0,0,1,1,4
2984,1,1,1,2,1,5,1,0,7,3
2985,1,1,1,0,0,1,1,0,5,0
2986,1,0,1,1,1,5,0,1,2,3
2987,1,1,1,1,1,4,4,1,3,4
2988,1,1,0,2,1,1,2,0,2,0
2989,0,1,1,2,0,2,1,0,6,3
2990,0,1,1,1,0,2,2,1,3,3
2991,0,1,1,1,0,2,1,0,1,0
2992,1,1,0,2,0,2,2,0,6,0
2993,0,0,0,0,0,3,0,1,0,1
2994,1,1,1,1,1,0,0,0,6,3
2995,0,0,0,0,0,2,3,1,3,3
2996,1,1,1,0,1,4,3,0,5,4
2997,1,1,1,0,1,2,2,1,3,0
2998,1,1,0,0,0,4,0,0,5,3
2999,1,1,0,2,0,2,2,1,3,2
3000,1,1,1,0,0,3,3,1,6,4
3001,1,1,0,0,0,0,4,1,0,4
3002,1,0,1,1,0,4,1,0,7,0
3003,1,1,1,1,0,2,0,0,6,3
3004,1,1,1,1,0,3,4,1,5,1
3005,1,0,1,1,0,2,1,1,1,0
3006,0,0,0,1,0,0,2,1,6,4
3007,0,1,1,1,1,0,3,0,5,4
3008,0,1,1,1,0,4,1,0,2,0
3009,1,1,0,2,1,2,1,0,5,3
3010,1,0,0,0,1,1,3,0,5,3
3011,0,1,1,1,1,2,2,1,6,3
3012,0,1,1,1,0,2,0,1,5,1
3013,1,1,1,0,0,1,4,1,7,2
3014,1,1,0,1,0,1,1,0,5,0
3015,0,1,0,1,0,1,2,1,7,1
3016,0,1,0,0,0,5,1,1,4,0
3017,0,1,1,0,0,3,4,1,6,0
3018,0,0,0,2,0,0,2,0,3,0
3019,1,1,0,0,1,3,1,0,2,3
3020,0,1,1,0,0,3,0,0,1,3
3021,0,1,1,2,0,0,2,0,7,0
3022,1,1,0,2,0,5,0,1,1,4
3023,0,1,0,1,0,3,1,0,2,1
3024,1,0,1,2,0,5,4,0,2,4
3025,0,1,0,1,0,2,4,0,3,4
3026,1,1,0,2,0,4,0,0,2,4
3027,1,1,1,2,0,3,2,1,5,4
3028,0,1,0,2,1,1,0,1,3,0
3029,0,0,1,1,1,0,1,1,2,2
3030,1,1,0,2,0,0,2,0,6,1
3031,1,0,1,2,1,3,0,0,3,2
3032,1,1,1,1,0,5,4,1,1,3
3033,1,0,0,2,0,1,4,0,3,1
3034,1,1,1,2,0,5,3,1,0,0
3035,1,1,1,2,0,3,3,1,6,3
3036,0,0,0,1,1,0,0,1,1,3
3037,0,1,1,1,0,1,3,1,7,3
3038,0,0,0,2,0,5,3,1,0,1
3039,0,1,0,2,0,2,0,0,2,3
3040,0,0,0,2,0,4,4,0,2,3
3041,1,0,1,1,0,0,2,1,5,3
3042,1,1,0,1,0,1,2,1,2,0
3043,1,1,1,1,0,5,2,0,4,4
3044,0,0,1,2,0,2,4,1,3,3
3045,1,1,1,2,0,4,3,1,2,4
3046,0,0,1,0,1,0,1,0,7,0
3047,0,1,1,2,0,1,1,1,6,2
3048,1,1,1,1,1,1,3,1,0,1
3049,1,0,0,0,1,4,3,1,2,1
3050,1,0,1,0,0,1,4,1,7,2
3051,1,1,1,1,0,4,2,0,3,0
3052,1,1,1,2,0,4,3,1,5,3
3053,1,1,0,0,0,0,2,0,3,1
3054,1,0,0,0,0,2,4,0,2,4
3055,0,0,0,2,0,3,3,0,1,1
3056,1,1,0,1,1,0,2,1,4,2
3057,0,1,1,2,1,2,1,1,7,2
3058,1,1,0,2,1,4,4,1,4,3
3059,0,0,1,0,0,0,0,1,1,0
3060,1,1,0,1,0,2,1,0,5,1
3061,1,1,0,2,1,5,2,0,0,2
3062,0,1,0,1,0,5,0,1,0,3
3063,0,1,0,0,0,2,0,1,6,0
3064,0,0,0,0,1,1,4,1,4,0
3065,1,1,0,2,0,3,4,0,0,0
3066,1,1,0,2,0,3,2,0,7,4
3067,0,0,0,0,1,4,3,0,0,0
3068,0,0,1,1,0,5,0,1,7,3
3069,1,0,1,1,0,5,4,1,5,4
3070,1,0,0,1,1,5,4,1,5,2
3071,1,1,0,1,0,0,3,1,7,4
3072,1,0,0,0,0,1,1,1,2,1
3073,0,1,1,2,1,4,3,1,3,2
3074,0,1,0,1,0,1,2,0,0,3
3075,0,0,0,1,1,2,3,0,5,2
3076,1,1,0,1,0,4,0,0,5,1
3077,1,0,0,1,0,0,4,0,3,4
3078,1,1,1,1,1,2,3,1,5,3
3079,1,0,1,1,0,5,2,1,7,4
3080,0,1,1,1,1,2,2,1,4,2
3081,1,1,1,0,0,2,2,1,4,0
3082,1,0,0,2,1,4,4,0,7,1
3083,0,0,1,2,0,4,2,0,5,1
3084,0,0,0,2,0,5,4,1,5,4
3085,0,1,1,2,0,1,3,1,7,4
3086,1,1,1,0,0,5,4,0,2,4
3087,1,1,1,2,1,5,2,0,6,0
3088,1,1,1,1,0,1,2,0,4,4
3089,0,1,1,1,1,1,1,0,6,3
3090,0,1,0,2,0,1,0,0,7,0
3091,0,1,1,2,1,5,3,0,0,2
3092,1,0,0,2,0,1,3,1,0,3
3093,0,1,0,0,0,4,4,1,6,2
3094,0,1,0,2,1,2,4,0,6,2
3095,0,1,1,1,0,4,3,1,7,1
3096,1,1,1,1,1,2,4,0,7,4
3097,1,1,1,2,0,1,0,1,1,2
3098,1,0,1,0,1,0,0,0,6,1
3099,0,1,0,0,0,1,0,1,7,4
3100,0,0,1,2,1,4,0,1,1,4
3101,1,1,1,1,0,0,2,0,6,1
3102,0,1,1,1,0,4,4,0,2,3
3103,1,0,0,1,1,0,2,1,5,0
3104,0,1,1,2,0,1,4,1,3,3
3105,0,1,0,1,0,1,0,1,6,4
3106,1,1,0,2,1,4,2,0,4,0
3107,1,1,1,0,0,4,0,0,5,2
3108,1,0,1,2,0,3,0,0,7,2
3109,0,1,1,1,1,5,1,1,1,3
3110,0,1,0,0,0,5,1,1,0,1
3111,1,0,1,1,1,2,1,1,0,4
3112,1,0,1,0,1,5,0,0,1,0
3113,0,1,0,2,0,4,2,1,5,3
3114,0,0,0,0,0,2,3,0,4,2
3115,0,1,1,1,0,0,0,1,7,1
3116,1,0,1,2,1,5,2,1,0,0
3117,0,1,0,0,0,3,0,1,0,2
3118,1,1,1,0,1,0,2,1,6,3
3119,1,1,0,2,1,3,4,1,3,3
3120,1,1,1,1,1,3,3,0,6,2
3121,0,1,0,2,0,5,0,1,3,0
3122,1,1,1,1,0,5,0,1,0,4
3123,0,1,1,2,1,5,0,0,0,2
3124,1,1,0,1,0,3,4,1,2,0
3125,0,0,0,2,0,3,3,0,1,3
3126,0,1,1,0,0,4,3,1,5,4
3127,0,1,0,1,0,5,3,1,5,4
3128,1,0,0,1,1,1,1,1,1,0
3129,0,1,1,1,0,4,2,0,4,2
3130,1,1,0,0,1,0,3,0,6,4
3131,1,0,0,2,0,2,2,1,6,4
3132,1,0,1,2,0,1,4,1,0,1
3133,1,0,0,0,0,3,1,0,1,0
3134,0,1,1,1,0,2,2,0,1,1
3135,1,1,0,0,0,1,4,1,0,4
3136,1,1,0,1,0,1,2,1,1,2
3137,1,0,0,1,1,0,1,1,0,3
3138,0,0,1,2,0,2,1,0,2,4
3139,1,1,0,1,0,2,1,0,2,0
3140,1,1,0,2,0,0,4,0,5,3
3141,1,1,1,0,0,0,3,0,5,1
3142,1,1,1,2,0,1,1,1,7,1
3143,0,1,0,0,1,0,4,1,1,1
3144,0,1,1,1,0,5,1,0,3,1
3145,1,1,0,2,0,4,0,0,2,1
3146,0,1,0,2,0,1,4,0,6,1
3147,0,0,0,2,0,4,3,1,0,2
3148,1,0,1,1,1,4,4,0,1,0
3149,1,1,1,2,0,4,1,1,5,3
3150,1,0,1,0,0,4,4,0,0,2
3151,1,1,1,0,0,5,3,1,5,2
3152,1,1,0,1,1,0,2,1,2,3
3153,0,0,0,2,0,0,2,1,6,3
3154,1,0,1,0,0,5,3,1,4,4
3155,1,1,1,2,0,0,3,1,3,4
3156,1,1,0,1,0,2,0,0,6,0
3157,1,1,0,2,0,5,3,0,4,4
3158,0,1,1,0,1,0,0,1,2,3
3159,0,0,0,1,1,1,4,0,6,2
3160,0,0,1,0,0,3,3,0,1,2
3161,0,1,1,1,1,5,4,1,2,2
3162,1,1,0,0,0,0,3,0,3,4
3163,0,1,1,0,1,1,4,1,4,1
3164,1,1,0,0,0,4,1,1,3,3
3165,1,0,1,2,0,1,0,1,4,2
3166,0,1,1,1,0,5,4,0,3,2
3167,0,1,1,1,0,4,3,0,6,0
3168,1,1,1,2,0,5,2,1,6,1
3169,1,1,0,2,0,1,4,0,2,3
3170,0,1,1,2,0,0,1,1,2,0
3171,0,1,0,1,0,2,1,1,0,2
3172,0,1,0,0,0,4,1,0,7,4
3173,0,1,0,1,1,4,4,1,6,1
3174,0,0,0,1,1,5,0,1,2,3
3175,1,1,0,0,0,5,2,0,2,1
3176,1,0,1,0,0,5,4,0,4,4
3177,0,1,0,0,0,5,4,0,2,2
3178,1,1,0,0,1,2,1,0,7,1
3179,0,0,0,2,0,5,4,1,6,1
3180,0,1,0,1,1,1,1,0,7,0
3181,0,1,0,0,0,0,3,1,5,3
3182,1,0,1,2,0,3,2,1,4,3
3183,1,0,1,2,1,0,4,1,1,1
3184,0,0,1,1,0,3,1,1,5,0
3185,1,1,0,0,1,3,2,1,3,3
3186,0,0,0,2,0,5,4,1,2,3
3187,1,1,0,0,0,4,2,1,1,3
3188,0,0,0,1,0,1,1,0,6,2
3189,0,1,1,0,0,1,3,0,5,2
3190,0,1,0,2,0,2,0,0,3,1
3191,1,1,1,0,0,3,3,1,0,3
3192,0,0,1,0,1,5,3,1,0,2
3193,1,1,0,1,0,4,3,0,0,3
3194,0,1,1,2,0,4,0,0,0,1
3195,1,0,1,1,1,2,2,0,7,3
3196,1,1,0,1,0,1,4,1,7,4
3197,0,1,1,1,1,2,1,1,5,4
3198,1,1,0,1,0,5,4,1,7,0
3199,0,1,1,0,1,2,1,1,1,0
3200,0,1,1,2,0,3,2,0,6,0
3201,0,0,0,2,1,4,0,0,1,2
3202,0,0,0,0,1,5,1,0,1,4
3203,0,0,1,2,0,1,3,0,3,2
3204,0,0,1,0,1,0,4,1,0,4
3205,0,1,1,2,0,1,0,0,4,1
3206,1,1,1,1,1,5,1,0,6,0
3207,0,0,1,0,0,0,4,1,4,0
3208,0,1,0,1,0,0,2,1,3,4
3209,0,0,1,1,0,4,2,0,5,3
3210,0,1,0,0,0,2,4,1,7,0
3211,1,1,0,2,1,1,3,0,4,0
3212,0,1,1,2,0,1,1,0,0,0
3213,0,0,0,0,0,0,3,0,7,1
3214,1,1,0,2,1,5,0,1,3,2
3215,1,0,0,1,0,4,0,1,4,4
3216,0,1,0,2,0,2,2,0,6,1
3217,1,1,0,1,0,4,4,1,5,2
3218,0,1,0,2,1,4,0,0,5,2
3219,1,1,0,2,0,1,4,1,6,2
3220,0,1,0,1,1,1,1,1,6,2
3221,0,0,1,2,0,4,0,1,7,4
3222,1,0,1,1,0,1,2,0,2,4
3223,0,1,0,0,0,1,0,0,4,4
3224,0,1,1,1,0,0,1,0,6,4
3225,1,1,1,2,1,0,4,1,3,3
3226,1,1,1,0,0,5,2,0,6,2
3227,1,1,1,0,1,5,1,1,1,4
3228,0,0,0,0,0,0,1,0,3,1
3229,0,1,1,1,0,3,3,0,7,0
3230,1,0,1,2,1,3,1,0,7,2
3231,0,1,1,1,0,5,1,1,6,1
3232,0,0,0,0,0,5,1,0,5,2
3233,0,1,1,1,1,0,4,0,5,0
3234,1,1,1,1,0,3,4,1,3,3
3235,0,1,1,2,1,0,3,1,1,0
3236,1,1,0,1,0,4,2,0,0,4
3237,1,1,0,2,1,1,2,1,0,2
3238,1,1,1,0,0,1,0,1,3,1
3239,0,1,1,0,0,2,4,0,0,2
3240,1,1,0,1,1,4,1,1,4,0
3241,0,1,1,1,1,2,2,0,2,3
3242,0,1,0,0,0,4,2,0,3,4
3243,1,0,1,2,0,5,1,1,5,4
3244,0,1,0,1,1,0,1,1,4,1
3245,0,0,1,1,0,5,1,0,0,3
3246,1,1,1,0,0,3,4,0,5,3
3247,0,1,1,1,1,3,2,1,4,3
3248,0,0,0,0,0,1,1,1,1,1
3249,0,0,1,0,0,0,2,0,4,3
3250,0,1,1,2,0,2,0,0,6,4
3251,1,1,0,0,0,4,2,1,0,0
3252,1,0,1,0,0,2,3,1,3,1
3253,1,0,1,2,1,3,0,0,6,1
3254,0,1,1,0,1,4,1,1,7,4
3255,1,1,1,0,0,2,0,1,3,4
3256,0,0,1,0,0,4,4,1,6,4
3257,1,1,1,2,0,4,2,0,7,3
3258,1,0,1,2,0,5,4,0,2,2
3259,0,1,0,0,0,0,1,0,3,0
3260,1,0,1,2,0,5,2,1,4,3
3261,0,1,0,2,1,4,4,1,0,0
3262,0,1,0,2,0,1,3,0,0,0
3263,1,0,0,2,0,5,3,1,1,4
3264,0,1,0,2,0,1,2,1,4,4
3265,0,1,0,2,0,2,3,1,4,3
3266,1,1,1,1,0,1,0,1,3,1
3267,0,0,0,2,0,3,0,1,0,1
3268,1,1,1,2,0,0,2,0,5,2
3269,0,1,0,0,0,0,0,0,4,0
3270,1,0,1,0,0,5,2,1,5,3
3271,1,1,1,1,0,3,0,0,5,2
3272,0,1,1,0,0,2,2,0,6,2
3273,0,1,0,2,0,3,4,1,4,2
3274,0,0,0,2,0,2,4,0,1,3
3275,1,1,1,0,0,4,0,1,4,3
3276,1,0,0,1,0,0,4,0,1,4
3277,1,1,0,1,1,2,4,1,7,0
3278,0,1,0,2,1,1,3,0,5,2
3279,0,0,1,2,0,3,3,1,3,3
3280,0,1,0,0,0,4,0,1,4,4
3281,1,1,1,0,0,5,3,1,3,3
3282,0,1,1,1,0,0,4,0,0,0
3283,1,1,1,2,0,3,0,1,7,2
3284,1,1,0,2,0,3,0,0,5,3
3285,0,1,1,2,0,1,2,0,5,2
3286,1,1,1,1,0,5,1,1,6,1
3287,0,1,1,1,1,3,1,1,2,3
3288,1,1,0,2,0,4,3,1,4,0
3289,0,1,1,0,0,2,0,0,3,0
3290,1,0,0,1,0,4,4,0,2,3
3291,1,0,1,2,0,1,2,0,2,4
3292,1,1,1,0,1,4,2,1,3,1
3293,1,1,0,1,1,1,3,1,0,0
3294,0,1,0,0,1,1,2,1,0,3
3295,1,1,1,0,1,2,2,0,3,3
3296,1,0,1,1,0,4,0,1,4,1
3297,0,0,1,1,1,2,0,1,5,4
3298,0,1,1,2,1,1,4,1,3,3
3299,0,1,0,2,0,2,2,0,5,2
3300,1,1,0,2,0,1,3,0,2,4
3301,1,0,1,1,0,2,2,1,5,1
3302,0,1,0,0,1,4,4,0,0,3
3303,1,0,1,1,0,1,1,1,6,2
3304,0,1,0,2,0,4,2,1,0,0
3305,0,1,1,1,1,5,3,0,6,0
3306,1,1,1,1,1,1,0,1,0,1
3307,1,0,1,0,0,0,3,0,0,0
3308,1,1,1,2,1,5,4,1,0,2
3309,1,1,0,0,0,0,3,1,0,4
3310,1,0,0,1,0,2,0,1,2,1
3311,1,1,1,2,1,1,3,0,6,3
3312,0,1,1,2,0,2,2,0,4,4
3313,0,1,1,1,1,3,2,1,1,4
3314,0,0,1,0,0,3,2,0,0,0
3315,1,1,0,0,0,4,4,1,5,4
3316,1,1,1,2,1,3,3,0,4,2
3317,1,1,1,2,0,5,2,0,3,4
3318,0,1,0,1,1,0,3,0,4,4
3319,0,0,1,2,1,2,1,0,6,0
3320,1,1,0,2,0,5,3,1,2,2
3321,1,0,0,2,0,2,2,0,3,0
3322,0,0,0,1,0,5,0,1,6,2
3323,0,1,0,0,1,4,1,1,6,1
3324,0,1,1,0,0,0,2,1,0,4
3325,1,1,0,1,1,4,1,1,5,4
3326,1,0,0,2,0,1,4,0,3,4
3327,1,0,1,2,0,5,2,1,3,4
3328,1,1,1,2,1,4,2,0,1,4
3329,0,0,0,0,0,1,3,1,5,0
3330,1,1,0,2,1,3,0,1,6,3
3331,1,0,0,0,1,4,4,1,0,1
3332,1,0,0,1,0,0,2,0,1,2
3333,0,0,0,2,1,1,4,0,3,3
3334,1,1,1,1,0,3,1,0,7,4
3335,0,1,0,2,0,1,1,0,5,4
3336,0,1,1,1,0,1,1,1,0,4
3337,1,0,0,0,0,1,1,0,0,4
3338,0,1,0,2,0,1,3,0,3,4
3339,1,0,0,0,0,3,3,1,0,0
3340,1,0,1,1,0,5,4,0,5,1
3341,0,1,1,0,1,1,0,0,6,3
3342,1,0,0,0,0,1,1,1,0,2
3343,1,1,1,1,0,1,3,1,4,0
3344,0,0,1,0,1,1,1,1,1,4
3345,1,1,1,2,1,2,0,0,4,2
3346,0,1,0,2,0,1,4,1,6,0
3347,0,1,0,0,0,0,2,0,6,2
3348,0,0,1,2,0,0,4,0,5,3
3349,1,1,0,2,0,1,4,1,4,2
3350,0,1,1,2,0,3,0,1,7,2
3351,1,0,1,2,0,0,1,1,5,1
3352,0,1,0,2,0,4,3,1,7,3
3353,1,0,0,1,0,5,4,1,1,1
3354,1,1,1,2,0,5,1,1,7,4
3355,0,1,1,2,0,2,0,0,7,3
3356,0,0,1,2,0,5,2,0,0,4
3357,0,0,1,2,0,3,0,1,5,3
3358,1,1,1,2,0,3,3,1,4,3
3359,1,1,0,2,1,3,0,1,2,1
3360,1,1,1,1,0,3,0,1,7,0
3361,0,1,1,0,0,1,1,1,7,0
3362,0,1,0,1,0,4,2,1,2,2
3363,1,0,1,0,1,4,1,1,7,0
3364,0,1,1,2,1,4,3,0,6,0
3365,0,1,0,0,0,2,0,0,6,2
3366,1,0,0,2,0,5,3,0,2,1
3367,0,0,1,0,0,0,4,1,7,2
3368,0,1,1,1,1,1,4,0,2,1
3369,0,0,0,2,0,3,1,1,7,3
3370,0,0,1,1,0,1,2,0,2,3
3371,0,1,1,0,0,4,2,1,6,2
3372,1,1,0,1,0,5,2,0,0,3
3373,0,0,0,1,1,0,4,0,1,2
3374,1,1,0,2,0,4,4,0,1,3
3375,0,0,0,2,0,5,0,1,5,1
3376,1,1,1,2,1,0,1,0,1,0
3377,0,0,0,1,0,1,1,0,1,1
3378,0,1,0,0,0,5,4,1,1,3
3379,1,0,0,2,0,5,1,0,3,2
3380,0,0,1,2,0,0,2,0,3,1
3381,1,0,1,2,0,0,3,1,3,1
3382,0,1,1,1,0,0,3,1,7,4
3383,1,1,0,0,0,1,1,0,3,1
3384,1,1,1,1,0,4,3,0,2,2
3385,0,1,1,2,0,1,0,0,3,1
3386,0,1,0,1,0,3,1,1,0,2
3387,1,0,0,1,0,4,0,1,3,2
3388,0,1,1,1,0,3,4,0,5,3
3389,1,1,0,2,1,2,3,0,0,0
3390,0,0,0,2,0,0,1,0,3,0
3391,0,1,0,1,1,3,0,0,1,3
3392,0,1,1,0,1,4,3,1,3,0
3393,1,1,1,2,0,3,0,1,2,2
3394,0,0,0,1,0,0,4,1,0,1
3395,0,1,0,2,0,5,4,1,3,2
3396,1,1,1,1,0,4,4,0,3,2
3397,1,1,0,1,0,0,3,1,4,2
3398,0,1,1,0,1,5,2,1,2,2
3399,0,0,0,1,1,5,3,1,7,1
3400,1,1,0,0,0,4,1,0,6,1
3401,0,0,1,1,0,1,4,0,0,1
3402,0,1,1,0,0,0,4,1,3,2
3403,1,0,1,1,0,1,0,0,2,0
3404,0,1,1,0,1,3,1,0,1,2
3405,0,1,1,1,1,5,1,0,3,4
3406,0,0,1,1,0,4,3,0,3,4
3407,0,0,0,0,1,5,0,0,2,3
3408,1,1,0,1,0,1,2,1,2,2
3409,1,1,0,0,1,4,3,0,0,4
3410,1,0,0,2,0,2,0,1,0,2
3411,1,0,0,1,0,3,0,0,3,0
3412,1,0,1,0,0,1,4,0,3,3
3413,1,1,0,1,0,3,0,0,7,2
3414,0,1,0,2,1,1,4,0,7,4
3415,1,1,1,0,0,0,4,1,4,2
3416,0,0,0,2,1,0,4,0,1,0
3417,0,1,1,2,0,0,3,0,7,3
3418,1,0,1,2,0,2,1,1,1,2
3419,1,1,0,2,0,5,4,1,5,2
3420,1,0,1,1,0,2,1,0,4,2
3421,0,1,0,0,0,3,3,1,0,0
3422,1,1,1,2,1,1,4,0,0,3
3423,1,1,1,0,0,0,1,0,3,1
3424,1,1,0,1,1,0,0,0,7,4
3425,0,1,0,0,0,1,2,0,1,3
3426,1,1,1,0,0,1,0,1,6,0
3427,0,1,0,0,0,4,0,0,0,2
3428,0,1,1,0,0,1,4,0,2,3
3429,0,1,0,2,1,1,0,1,2,4
3430,0,0,1,1,0,0,3,1,6,2
3431,1,1,1,0,0,2,4,0,6,2
3432,1,1,0,2,0,3,1,0,6,3
3433,1,1,1,2,1,5,1,1,3,4
3434,0,1,0,2,0,4,1,1,6,2
3435,1,0,1,0,1,5,3,1,4,3
3436,1,1,0,1,0,5,3,0,0,0
3437,0,0,1,0,0,4,0,0,2,0
3438,1,0,1,1,0,4,4,1,1,3
3439,0,1,0,2,0,5,3,1,6,0
3440,1,1,0,2,1,0,0,1,2,1
3441,1,1,1,0,0,2,0,0,7,3
3442,1,1,1,1,0,5,2,0,4,4
3443,1,1,1,0,0,2,4,1,4,2
3444,1,1,0,2,1,5,1,1,6,2
3445,0,1,0,1,1,3,4,1,2,0
3446,0,1,1,2,0,4,1,1,5,1
3447,0,0,1,0,0,5,1,0,0,4
