TAHUN,NAMA PROVINSI,NAMA KABUPATEN/KOTA,NAMA KECAMATAN,NAMA KELURAHAN,LUAS WILAYAH (KM2),KEPADATAN (JIWA/KM2),JENIS KELAMIN,RENTANG UMUR,JUMLAH
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Perempuan,45-49, 892
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Laki-laki,50-54, 830
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Perempuan,50-54, 663
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Laki-laki,55-59, 663
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Perempuan,55-59, 547
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Laki-laki,60-64, 495
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Perempuan,60-64, 300
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Laki-laki,65-69, 339
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Perempuan,65-69, 176
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Laki-laki,70-74, 189
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Perempuan,70-74, 144
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Laki-laki,>75, 175
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,0.30, 86123,Perempuan,>75, 92
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Laki-laki,35-39, 2118
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Perempuan,35-39, 2013
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Laki-laki,40-44, 1776
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Perempuan,40-44, 1841
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Laki-laki,45-49, 1680
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Perempuan,45-49, 1594
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Laki-laki,50-54, 1437
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Perempuan,50-54, 1263
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Laki-laki,55-59, 1200
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Perempuan,55-59, 954
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Laki-laki,60-64, 955
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Perempuan,60-64, 646
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Laki-laki,65-69, 627
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Perempuan,65-69, 309
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Laki-laki,70-74, 363
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Perempuan,70-74, 221
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Laki-laki,>75, 281
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,0.62, 71177,Perempuan,>75, 156
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Laki-laki,35-39, 1750
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Perempuan,35-39, 1710
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Laki-laki,40-44, 1838
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Perempuan,40-44, 1881
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Laki-laki,45-49, 1694
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Perempuan,45-49, 1435
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Laki-laki,50-54, 1349
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Perempuan,50-54, 1021
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Laki-laki,55-59, 983
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Perempuan,55-59, 755
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Laki-laki,60-64, 770
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Perempuan,60-64, 498
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Laki-laki,65-69, 571
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Perempuan,65-69, 318
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Laki-laki,70-74, 462
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Perempuan,70-74, 306
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Laki-laki,>75, 284
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,0.99, 38088,Perempuan,>75, 180
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Laki-laki,35-39, 1071
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Perempuan,35-39, 979
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Laki-laki,40-44, 973
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Perempuan,40-44, 1016
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Laki-laki,45-49, 954
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Perempuan,45-49, 903
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Laki-laki,50-54, 855
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Perempuan,50-54, 726
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Laki-laki,55-59, 717
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Perempuan,55-59, 602
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Laki-laki,60-64, 585
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Perempuan,60-64, 396
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Laki-laki,65-69, 460
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Perempuan,65-69, 282
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Laki-laki,70-74, 273
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Perempuan,70-74, 169
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Laki-laki,>75, 192
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,0.53, 43858,Perempuan,>75, 130
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Laki-laki,35-39, 1256
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Perempuan,35-39, 1213
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Laki-laki,40-44, 1204
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Perempuan,40-44, 1222
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Laki-laki,45-49, 1144
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Perempuan,45-49, 989
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Laki-laki,50-54, 871
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Perempuan,50-54, 743
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Laki-laki,55-59, 737
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Perempuan,55-59, 584
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Laki-laki,60-64, 619
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Perempuan,60-64, 346
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Laki-laki,65-69, 365
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Perempuan,65-69, 218
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Laki-laki,70-74, 267
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Perempuan,70-74, 147
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Laki-laki,>75, 171
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,0.91, 29205,Perempuan,>75, 100
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Laki-laki,35-39, 1644
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Perempuan,35-39, 1542
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Laki-laki,40-44, 1397
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Perempuan,40-44, 1415
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Laki-laki,45-49, 1331
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Perempuan,45-49, 1168
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Laki-laki,50-54, 1049
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Perempuan,50-54, 857
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Laki-laki,55-59, 837
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Perempuan,55-59, 650
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Laki-laki,60-64, 685
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Perempuan,60-64, 448
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Laki-laki,65-69, 448
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Perempuan,65-69, 271
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Laki-laki,70-74, 259
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Perempuan,70-74, 186
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Laki-laki,>75, 179
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,1.13, 28014,Perempuan,>75, 98
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Laki-laki,35-39, 1164
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Perempuan,35-39, 1063
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Laki-laki,40-44, 1013
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Perempuan,40-44, 1026
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Laki-laki,45-49, 921
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Perempuan,45-49, 956
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Laki-laki,50-54, 845
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Perempuan,50-54, 787
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Laki-laki,55-59, 696
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Perempuan,55-59, 601
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Laki-laki,60-64, 608
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Perempuan,60-64, 410
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Laki-laki,65-69, 414
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Perempuan,65-69, 191
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Laki-laki,70-74, 262
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Perempuan,70-74, 163
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Laki-laki,>75, 199
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,0.55, 44202,Perempuan,>75, 140
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Laki-laki,35-39, 1603
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Perempuan,35-39, 1559
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Laki-laki,40-44, 1605
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Perempuan,40-44, 1721
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Laki-laki,45-49, 1640
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Perempuan,45-49, 1460
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Laki-laki,50-54, 1301
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Perempuan,50-54, 922
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Laki-laki,55-59, 901
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Perempuan,55-59, 627
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Laki-laki,60-64, 650
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Perempuan,60-64, 418
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Laki-laki,65-69, 521
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Perempuan,65-69, 279
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Laki-laki,70-74, 358
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Perempuan,70-74, 289
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Laki-laki,>75, 294
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,0.82, 41837,Perempuan,>75, 180
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Laki-laki,35-39, 1452
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Perempuan,35-39, 1372
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Laki-laki,40-44, 1305
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Perempuan,40-44, 1226
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Laki-laki,45-49, 1202
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Perempuan,45-49, 940
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Laki-laki,50-54, 860
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Perempuan,50-54, 710
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Laki-laki,55-59, 689
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Perempuan,55-59, 549
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Laki-laki,60-64, 636
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Perempuan,60-64, 383
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Laki-laki,65-69, 465
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Perempuan,65-69, 279
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Laki-laki,70-74, 309
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Perempuan,70-74, 227
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Laki-laki,>75, 205
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,1.15, 23271,Perempuan,>75, 113
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Laki-laki,35-39, 1610
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Perempuan,35-39, 1549
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Laki-laki,40-44, 1462
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Perempuan,40-44, 1442
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Laki-laki,45-49, 1299
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Perempuan,45-49, 1276
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Laki-laki,50-54, 1163
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Perempuan,50-54, 920
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Laki-laki,55-59, 912
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Perempuan,55-59, 731
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Laki-laki,60-64, 719
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Perempuan,60-64, 424
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Laki-laki,65-69, 395
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Perempuan,65-69, 197
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Laki-laki,70-74, 295
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Perempuan,70-74, 179
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Laki-laki,>75, 209
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,1.05, 31889,Perempuan,>75, 133
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Laki-laki,35-39, 424
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Perempuan,35-39, 428
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Laki-laki,40-44, 408
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Perempuan,40-44, 367
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Laki-laki,45-49, 409
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Perempuan,45-49, 376
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Laki-laki,50-54, 375
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Perempuan,50-54, 315
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Laki-laki,55-59, 335
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Perempuan,55-59, 264
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Laki-laki,60-64, 256
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Perempuan,60-64, 167
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Laki-laki,65-69, 185
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Perempuan,65-69, 85
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Laki-laki,70-74, 100
 2013,PROVINSI DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,0.82, 11711,Perempuan,70-74, 57
